Step	Loss(S)	Loss(T)	fwd_S	fwd_T	rev_S	rev_T
1	0.0632	0.07626	2.507	3.598	2.537	3.636
2	0.0736	0.06128	2.575	2.352	2.596	2.046
3	0.1129	0.09387	4.897	3.805	4.284	3.841
4	0.1055	0.09474	5.064	3.878	3.901	3.751
5	0.09134	0.109	3.958	5.394	3.614	3.902
6	0.06561	0.0517	2.408	1.726	2.358	1.738
7	0.05547	0.04118	1.765	1.385	2.065	1.649
8	0.07085	0.06898	2.478	2.703	2.434	2.863
9	0.06595	0.06818	2.365	2.559	1.987	2.142
10	0.05195	0.06734	1.598	2.419	1.609	2.515
11	0.06219	0.08846	2.078	3.224	2.293	4.242
12	0.06288	0.05808	1.91	2.063	2.146	1.88
13	0.07043	0.0716	2.476	2.75	3.059	3.574
14	0.07928	0.06883	2.785	2.136	3.169	2.83
15	0.04688	0.05474	1.365	1.771	1.604	1.945
16	0.05693	0.07364	1.835	2.411	1.798	2.135
17	0.03909	0.05072	1.176	1.669	1.087	1.623
18	0.03449	0.07308	0.96	2.39	0.9668	2.353
19	0.07497	0.07465	2.352	2.837	2.31	2.217
20	0.07305	0.07341	2.421	2.669	2.562	2.345
21	0.06129	0.04493	1.999	1.278	1.928	1.477
22	0.05745	0.04378	1.838	1.249	1.626	1.476
23	0.0616	0.07015	1.893	2.303	1.963	2.468
24	0.06036	0.04152	1.847	1.169	1.701	1.263
25	0.06777	0.06373	2.085	1.995	2.08	2.152
26	0.04931	0.05371	1.492	1.578	1.348	1.782
27	0.05661	0.05766	1.648	1.806	1.711	1.862
28	0.0678	0.05818	2.389	2.044	1.904	1.799
29	0.06295	0.06696	2.147	2.298	1.823	1.896
30	0.04768	0.02227	1.533	0.7469	1.373	0.7867
31	0.05685	0.06999	1.741	2.186	1.649	2.41
32	0.03089	0.05816	0.8519	1.739	0.7942	2.005
33	0.03647	0.06974	1.039	2.553	0.965	1.937
34	0.03611	0.06368	1.057	1.871	0.9795	2.642
35	0.05474	0.05684	1.672	1.801	1.653	1.814
36	0.06585	0.06677	1.918	2.266	1.961	1.798
37	0.06413	0.05787	1.939	1.925	1.891	1.731
38	0.06361	0.08143	1.936	2.879	2.497	3.164
39	0.05803	0.05549	1.882	1.728	1.695	1.517
40	0.0339	0.04503	0.9647	1.394	0.9898	1.371
41	0.04585	0.04546	1.327	1.381	1.227	1.302
42	0.03648	0.05879	1.122	1.834	1.019	1.633
43	0.04698	0.0729	1.42	2.321	1.426	2.483
44	0.05427	0.04105	1.737	1.264	1.435	1.123
45	0.0582	0.05771	2.055	2.035	1.65	1.805
46	0.04995	0.06249	1.431	1.977	1.573	2.236
47	0.05743	0.04733	1.708	1.334	1.712	1.518
48	0.02934	0.06826	0.8097	2.163	0.7141	2.181
