Step	Loss
1	2.6918
2	2.4921
3	2.9021
4	2.8321
5	2.4862
6	0.1649
7	3.5998
8	2.7236
9	3.3397
10	2.8344
11	2.8413
12	2.6818
13	1.705
14	0.9868
15	1.0121
16	1.8523
17	0.9133
18	1.3372
19	2.8048
20	2.8608
21	0.5502
22	3.0756
23	2.2602
24	1.3908
25	2.7855
26	1.2767
27	1.4543
28	2.4792
29	0.8744
30	0.9335
31	1.3357
32	2.7373
33	3.5367
34	2.2763
35	1.9136
36	0.5869
37	0.2028
38	1.9504
39	3.5014
40	2.7201
41	1.2804
42	2.6714
43	2.8264
44	0.5299
45	2.6942
46	1.452
47	2.9811
48	0.1154
49	2.5268
50	3.8244
51	2.2148
52	1.81
53	1.1751
54	1.5297
55	3.418
56	0.2707
57	3.0842
58	2.7478
59	0.0544
60	0.9343
61	2.4227
62	2.7612
63	2.555
64	3.8768
65	2.7988
66	0.5053
67	3.0395
68	2.5422
69	1.0963
70	2.5861
71	2.6371
72	3.1374
73	0.5568
74	2.699
75	1.6547
76	2.537
77	2.8461
78	2.6767
79	0.6651
80	1.5525
81	0.5422
82	3.3181
83	2.8847
84	2.4512
85	0.5107
86	2.4871
87	2.9901
88	0.1251
89	2.4782
90	0.6738
91	2.4208
92	2.4517
93	2.9829
94	2.5498
95	2.5554
96	3.0598
97	2.7922
98	2.4772
99	2.1176
100	2.9998
101	2.6171
102	2.1616
103	0.8735
104	0.9373
105	2.0835
106	2.3444
107	2.312
108	2.3132
109	2.3315
110	0.2004
111	2.9632
112	2.4946
113	2.5431
114	2.4432
115	2.5785
116	2.4548
117	1.8188
118	0.9346
119	0.8
120	1.7723
121	0.1546
122	1.0405
123	2.6482
124	2.5911
125	0.504
126	2.7834
127	1.8778
128	1.2263
129	2.2671
130	1.0664
131	1.0903
132	2.3733
133	0.6919
134	0.7989
135	1.1863
136	2.4469
137	0.9442
138	2.1637
139	1.6525
140	0.4897
141	0.2711
142	1.5447
143	3.1486
144	2.5556
145	1.0767
146	2.5515
147	2.7249
148	0.3414
149	2.5812
150	1.3202
151	2.7786
152	0.0893
153	2.1688
154	3.2347
155	2.1147
156	1.7606
157	0.8645
158	1.3442
159	2.6321
160	0.1993
161	2.8532
162	2.5496
163	0.0412
164	0.8327
