Step	Loss(S)	Loss(T)	fwd_S	fwd_T	rev_S	rev_T
1	0.1508	0.215	2.91	4.835	3.131	4.238
2	0.1659	0.1748	2.501	3.163	2.694	2.92
3	0.278	0.2287	5.657	5.479	5.481	5.201
4	0.2838	0.1192	6.808	2.132	6.723	2.019
5	0.2541	0.2551	6.657	7.141	5.301	4.739
6	0.1546	0.1383	2.163	1.928	2.619	2.205
7	0.1331	0.1591	1.934	2.461	1.965	3.509
8	0.1575	0.1567	2.349	2.623	2.463	2.386
9	0.1621	0.1005	2.507	1.414	2.692	1.542
10	0.1297	0.1425	1.69	2.136	1.915	2.455
11	0.1398	0.1411	1.831	2.013	2.33	2.094
12	0.1448	0.1548	1.829	2.067	2.163	2.622
13	0.1497	0.1525	2.216	2.221	3.053	3.643
14	0.1674	0.1251	2.362	1.749	3.305	2.008
15	0.1038	0.1543	1.415	1.943	1.306	2.584
16	0.1699	0.2267	2.426	3.165	2.862	4.795
17	0.1002	0.08437	1.243	0.9275	1.296	1.039
18	0.09388	0.1952	1.162	2.617	1.359	3.437
19	0.1558	0.1355	2.096	1.692	2.067	1.856
20	0.21	0.2163	2.985	3.176	3.749	4.099
21	0.122	0.1093	1.446	1.361	1.715	1.5
22	0.1583	0.1643	2.03	2.059	2.439	2.758
23	0.129	0.1256	1.734	1.521	1.793	1.933
24	0.1544	0.168	1.862	2.113	2.337	2.474
25	0.1395	0.1281	1.735	1.792	2.143	1.742
26	0.1401	0.1539	1.697	2.271	2.059	2.419
27	0.1256	0.1363	1.599	1.714	1.687	1.874
28	0.1257	0.1105	1.461	1.235	1.65	1.535
29	0.1364	0.1212	1.512	1.387	2.107	1.669
30	0.08742	0.1098	1.003	1.211	1.008	1.602
31	0.1293	0.1296	1.642	1.691	1.901	2.107
32	0.06689	0.1288	0.7162	1.611	0.7187	2.078
33	0.07803	0.09619	0.8444	1.019	0.9051	1.291
34	0.07936	0.1205	0.8724	1.597	0.9476	1.686
35	0.124	0.1068	1.6	1.453	1.831	1.72
36	0.1353	0.1238	1.629	1.435	1.978	1.764
37	0.15	0.1011	2.08	1.074	2.294	1.399
38	0.13	0.1523	1.711	1.94	2.191	2.549
39	0.1102	0.1299	1.213	1.383	1.365	1.92
40	0.0882	0.1157	1.08	1.738	1.08	1.438
41	0.09966	0.1125	1.204	1.383	1.26	1.659
42	0.0672	0.08835	0.725	0.9216	0.7306	1.169
43	0.1066	0.1105	1.229	1.516	1.312	1.59
44	0.1129	0.1189	1.249	1.357	1.534	1.738
45	0.08955	0.06486	0.9198	0.7578	1.263	0.7358
46	0.1068	0.1177	1.256	1.496	1.648	1.656
47	0.1251	0.07607	1.722	0.8487	1.643	1.006
48	0.07306	0.05938	0.8181	0.5953	0.7909	0.8113
49	0.1335	0.08638	1.475	1.02	2.138	1.316
50	0.09105	0.128	1.084	1.631	0.9986	1.783
51	0.1258	0.1253	1.675	1.793	1.671	1.713
52	0.1014	0.1317	1.262	1.878	1.617	1.628
53	0.1402	0.1294	1.868	1.805	2.164	1.81
54	0.07169	0.09858	0.8384	1.164	0.8009	1.302
55	0.1133	0.07328	1.35	0.7809	1.589	0.7966
56	0.1316	0.1139	2.045	1.535	1.793	1.452
