Step	Loss(S)	Loss(T)	fwd_S	fwd_T	rev_S	rev_T
1	0.06284	0.07477	2.639	3.549	2.593	3.717
2	0.07544	0.05874	2.701	2.143	2.616	1.949
3	0.1164	0.09074	5.712	3.792	4.613	3.438
4	0.09983	0.08872	4.635	3.752	3.897	3.232
5	0.09637	0.09557	4.284	4.407	3.893	3.389
6	0.06285	0.05197	2.132	1.758	2.164	1.716
7	0.05706	0.04261	2.06	1.412	1.997	1.672
8	0.07217	0.06829	2.55	2.674	2.462	2.508
9	0.06922	0.05895	2.395	2.505	2.229	1.718
10	0.05878	0.06928	1.893	2.487	2.012	2.507
11	0.06714	0.09494	2.325	3.425	2.397	4.134
12	0.06738	0.0581	2.121	2.331	2.288	1.923
13	0.08041	0.07789	2.877	2.806	3.323	3.342
14	0.08093	0.07132	3.021	2.051	3.082	2.676
15	0.04676	0.05556	1.635	1.955	1.445	1.833
16	0.06057	0.07315	2.242	2.854	1.802	2.14
17	0.03992	0.05002	1.404	1.797	1.131	1.547
18	0.03437	0.06427	1.071	2.462	0.8911	1.932
19	0.07645	0.06309	2.632	3.163	2.349	1.79
20	0.07693	0.07662	2.753	3.224	2.545	2.384
21	0.06001	0.04559	2.254	1.392	1.914	1.417
22	0.05764	0.04314	2.039	1.218	1.701	1.327
23	0.06166	0.06661	1.911	2.246	1.902	2.254
24	0.06169	0.04043	2.049	1.264	1.859	1.165
25	0.06324	0.06441	2.063	2.166	1.962	2.03
26	0.05007	0.06213	1.639	1.823	1.398	2.024
27	0.05379	0.05696	1.686	2.034	1.607	1.852
28	0.06411	0.05622	2.54	2.159	1.839	1.678
29	0.05938	0.07065	2.287	2.606	1.704	2.064
30	0.04358	0.02392	1.603	0.8586	1.247	0.8106
31	0.05507	0.06535	1.813	2.011	1.66	2.088
32	0.02954	0.05989	0.9394	1.82	0.7583	1.873
33	0.03642	0.06916	1.121	2.942	0.9799	2.063
34	0.03683	0.07197	1.232	2.099	0.9786	2.621
35	0.05313	0.05446	1.727	1.94	1.66	1.614
36	0.06241	0.06171	1.94	2.544	1.795	1.685
37	0.0659	0.05311	2.172	2.236	1.911	1.516
38	0.06403	0.08644	2.108	3.3	2.174	2.976
39	0.06289	0.06242	2.216	2.053	1.748	1.85
40	0.03547	0.04411	1.09	1.464	1.021	1.353
41	0.04442	0.04494	1.408	1.495	1.226	1.256
42	0.03638	0.0559	1.278	2.0	1.022	1.568
43	0.04701	0.06732	1.584	2.196	1.386	2.138
44	0.05336	0.03732	1.903	1.326	1.467	1.015
45	0.05871	0.05691	2.383	2.291	1.724	1.657
46	0.05373	0.066	1.523	2.103	1.67	2.324
