Step	Loss(S)	Loss(T)	fwd_S	fwd_T	rev_S	rev_T
1	0.05618	0.1077	2.195	4.281	1.978	4.472
2	0.07631	0.06428	2.575	1.991	2.995	2.173
3	0.1187	0.04546	4.593	1.601	5.062	1.564
4	0.1028	0.1083	4.165	4.127	4.263	4.513
5	0.07991	0.1053	2.952	4.081	2.78	4.542
6	0.0592	0.06508	2.03	2.348	1.953	2.287
7	0.05222	0.06595	1.848	2.502	1.744	2.297
8	0.0735	0.07065	2.882	2.697	2.681	2.396
9	0.06408	0.0589	1.948	1.979	2.216	1.923
10	0.04706	0.04357	1.575	1.226	1.479	1.546
11	0.04572	0.0558	1.385	2.326	1.306	1.832
12	0.05997	0.05078	2.016	1.672	1.88	1.651
13	0.06214	0.05615	2.155	1.731	2.245	1.992
14	0.07824	0.03559	2.724	1.122	2.874	1.298
15	0.03773	0.05011	1.368	1.577	1.197	1.542
16	0.04688	0.03639	1.602	1.16	1.302	1.079
17	0.03913	0.04258	1.42	1.27	1.115	1.294
18	0.03266	0.08856	1.059	3.339	0.917	3.008
19	0.07771	0.0366	2.802	1.154	2.598	1.119
20	0.06962	0.06119	2.946	2.494	2.253	1.66
21	0.0571	0.04282	2.164	1.428	1.833	1.342
22	0.0474	0.06409	1.582	1.924	1.353	2.104
23	0.05219	0.04967	1.61	1.798	1.497	1.632
24	0.06648	0.08572	2.264	3.036	2.088	2.975
25	0.05615	0.05416	1.77	1.935	1.767	1.569
26	0.056	0.04792	2.077	1.884	1.686	1.44
27	0.05004	0.05267	1.666	1.75	1.467	1.481
28	0.05839	0.04543	2.159	1.629	1.69	1.231
29	0.05299	0.065	1.858	2.215	1.483	1.846
30	0.04146	0.0627	1.386	2.121	1.157	1.947
31	0.05189	0.05634	1.609	1.726	1.519	1.917
32	0.02637	0.0475	0.7432	1.357	0.6437	1.477
33	0.03368	0.07482	1.067	2.582	0.8653	2.379
34	0.03857	0.03501	1.393	1.253	1.138	0.9632
35	0.04827	0.04836	1.613	1.642	1.41	1.426
36	0.05392	0.05192	1.731	1.679	1.413	1.504
37	0.06554	0.05851	2.088	1.893	1.921	1.838
38	0.05548	0.0341	1.765	1.003	1.714	1.001
39	0.05275	0.06944	2.615	3.571	1.338	1.986
40	0.02707	0.07642	0.8428	2.5	0.6884	2.315
41	0.04162	0.03521	1.538	1.27	1.162	1.036
42	0.03571	0.04189	1.152	1.313	1.046	1.135
43	0.03772	0.05786	1.211	2.481	0.976	1.805
44	0.04823	0.0563	1.987	2.223	1.223	1.534
45	0.05745	0.04735	2.04	1.652	1.682	1.308
46	0.0436	0.0566	1.286	2.104	1.276	1.726
47	0.05255	0.04548	1.591	1.516	1.551	1.336
48	0.02235	0.03284	0.6156	1.064	0.563	0.9046
49	0.0613	0.06592	2.16	2.14	1.828	1.913
50	0.03916	0.04896	1.18	1.415	1.087	1.391
51	0.0481	0.04883	1.416	1.374	1.419	1.446
52	0.04296	0.03823	1.72	1.31	1.309	1.158
53	0.06677	0.04033	2.021	1.19	2.1	1.138
54	0.02446	0.04579	0.7425	1.522	0.6293	1.296
55	0.05387	0.05743	2.076	2.086	1.59	1.606
56	0.05485	0.03596	1.865	1.118	1.585	1.0
57	0.04366	0.04391	1.62	1.677	1.146	1.165
58	0.06515	0.04983	2.411	1.715	1.903	1.425
59	0.04775	0.04909	1.337	1.675	1.365	1.422
60	0.03975	0.05785	1.314	2.341	1.118	1.747
61	0.05398	0.05482	1.671	1.58	1.659	1.887
62	0.03666	0.05065	1.296	1.458	0.9803	1.438
63	0.04873	0.02882	1.547	0.8854	1.462	0.7589
64	0.062	0.05807	1.903	2.022	1.771	1.73
65	0.04634	0.06011	1.673	2.186	1.225	1.717
66	0.05113	0.05659	1.58	1.622	1.511	1.678
67	0.05493	0.06258	1.856	2.212	1.602	1.78
68	0.05756	0.0685	2.225	2.522	1.609	2.145
69	0.04448	0.04109	1.728	1.523	1.111	0.9904
70	0.02888	0.05683	1.136	2.106	0.8838	1.624
71	0.04182	0.05223	1.391	2.023	1.217	1.416
72	0.05251	0.05185	2.163	2.438	1.5	1.313
73	0.04151	0.02689	1.828	0.9587	1.157	0.6531
74	0.03816	0.02708	1.177	0.7873	1.094	0.6867
75	0.07157	0.05703	2.996	2.09	2.071	1.67
76	0.05374	0.05513	1.829	2.289	1.623	1.559
77	0.05701	0.0643	2.08	2.413	1.593	1.851
78	0.0469	0.0696	1.578	2.094	1.461	1.993
79	0.03251	0.05936	1.056	2.041	0.8657	1.729
80	0.03212	0.04095	0.9437	1.354	0.8463	1.135
81	0.05399	0.06125	1.875	2.282	1.552	1.867
82	0.04191	0.06168	1.498	2.678	1.063	1.661
83	0.05952	0.06058	1.955	1.993	1.742	1.774
84	0.05495	0.05795	2.301	2.186	1.525	1.603
85	0.05208	0.03576	1.606	1.131	1.549	0.9761
86	0.03764	0.05167	1.06	1.82	1.037	1.607
87	0.05778	0.05508	2.077	1.82	1.651	1.588
88	0.03647	0.03686	1.078	1.132	1.021	1.018
89	0.03289	0.06839	1.027	2.647	0.9484	2.018
90	0.04168	0.04828	1.227	1.485	1.218	1.493
91	0.03683	0.04035	1.053	1.184	1.07	1.166
92	0.06143	0.06635	2.044	2.218	1.744	1.948
93	0.05075	0.03956	2.503	1.506	1.28	0.9785
94	0.04345	0.04061	1.288	1.101	1.164	1.148
95	0.03543	0.0464	1.272	1.738	0.9339	1.221
96	0.0528	0.05189	1.834	1.863	1.495	1.453
97	0.05735	0.04466	2.18	1.689	1.567	1.276
98	0.04554	0.04888	1.437	1.459	1.287	1.342
99	0.06315	0.0626	2.23	2.529	1.845	1.897
100	0.05844	0.04675	1.855	1.513	1.674	1.248
101	0.04226	0.03598	1.248	1.16	1.184	0.9815
102	0.04868	0.04637	1.633	1.379	1.39	1.334
103	0.04525	0.04505	1.413	1.364	1.301	1.235
104	0.05651	0.04194	1.881	1.397	1.742	1.164
105	0.03614	0.05616	1.31	1.809	0.9697	1.6
106	0.02543	0.0358	0.826	0.9859	0.6323	0.967
107	0.04024	0.05439	1.313	1.964	1.101	1.546
108	0.04481	0.05514	1.449	2.08	1.215	1.592
109	0.03917	0.03548	1.534	1.294	0.9656	0.861
110	0.03179	0.03741	0.9192	1.123	0.8374	1.044
111	0.05438	0.05702	1.564	1.642	1.831	2.041
112	0.04692	0.04198	1.411	1.497	1.265	1.087
113	0.03903	0.0289	1.339	0.8515	0.9993	0.7761
114	0.03926	0.04513	1.158	1.608	1.088	1.297
115	0.03703	0.05015	1.079	1.646	1.026	1.54
116	0.04403	0.02386	1.282	0.7033	1.212	0.5827
117	0.03248	0.04947	0.9457	1.352	0.9091	1.5
118	0.06007	0.04715	1.859	1.427	2.019	1.384
119	0.04607	0.03581	1.285	1.06	1.261	0.9702
120	0.05435	0.05316	1.695	1.784	1.558	1.507
121	0.03952	0.0382	1.128	1.167	1.024	1.001
122	0.05861	0.05589	1.824	1.962	1.709	1.572
123	0.04569	0.06311	1.368	1.752	1.233	1.843
124	0.04001	0.04504	1.665	1.971	0.9806	1.178
125	0.03024	0.03201	0.8934	0.9278	0.7782	0.8867
126	0.0533	0.04792	1.655	1.6	1.568	1.26
127	0.04513	0.04833	1.361	1.416	1.232	1.495
128	0.05448	0.0659	1.672	2.059	1.508	1.927
129	0.047	0.04511	1.413	1.198	1.332	1.423
130	0.03887	0.03244	1.278	0.9983	1.068	0.8504
131	0.03502	0.05081	1.103	1.676	0.8893	1.446
132	0.04063	0.04815	1.647	1.692	1.087	1.281
133	0.06275	0.04794	2.197	1.65	1.812	1.324
134	0.06026	0.06504	2.02	2.432	1.771	2.03
135	0.02814	0.02731	0.8357	0.7884	0.7176	0.7109
136	0.03299	0.04222	1.053	1.228	0.9036	1.129
137	0.05231	0.04624	1.825	1.477	1.432	1.291
138	0.03499	0.05075	0.9879	1.559	0.9648	1.669
139	0.03693	0.04134	1.177	1.283	1.018	1.164
