Step	Loss(S)	Loss(T)	fwd_S	fwd_T	rev_S	rev_T
1	0.1189	0.0	2.078	3.12	2.337	2.782
2	0.1411	0.0	2.526	2.382	2.511	2.009
3	0.2223	0.0	5.059	3.885	4.186	3.643
4	0.2052	0.0	5.165	3.761	3.971	3.356
5	0.1788	0.0	3.93	4.715	3.369	3.361
6	0.1259	0.0	2.167	2.029	2.173	1.853
7	0.1061	0.0	1.856	1.409	1.707	1.489
8	0.1548	0.0	2.823	3.169	2.721	2.292
9	0.1344	0.0	2.698	3.132	2.143	2.337
10	0.1025	0.0	1.582	2.601	1.619	2.454
11	0.1373	0.0	2.193	3.481	2.516	3.923
12	0.1195	0.0	1.808	2.334	1.928	1.942
13	0.1499	0.0	2.928	2.686	2.966	3.587
14	0.1564	0.0	3.045	2.059	2.907	2.634
15	0.09459	0.0	1.544	1.789	1.563	1.795
16	0.1208	0.0	2.14	2.528	1.92	1.998
17	0.07774	0.0	1.332	1.617	1.06	1.514
18	0.07038	0.0	1.023	2.359	0.9823	2.134
19	0.144	0.0	2.476	2.758	2.173	2.168
20	0.1542	0.0	2.711	3.055	2.634	2.827
21	0.1152	0.0	1.987	1.391	1.879	1.378
22	0.1061	0.0	1.892	1.143	1.517	1.227
23	0.1212	0.0	1.864	2.424	1.856	2.338
24	0.1193	0.0	2.081	1.291	1.712	1.18
25	0.1313	0.0	2.059	2.056	2.046	2.024
26	0.09337	0.0	1.622	1.586	1.248	1.688
27	0.1086	0.0	1.608	1.786	1.605	1.739
28	0.1316	0.0	2.505	1.964	2.022	1.51
29	0.1214	0.0	2.216	2.391	1.792	1.813
30	0.08984	0.0	1.553	0.9212	1.286	0.9399
31	0.1136	0.0	1.818	2.393	1.716	2.403
32	0.06007	0.0	0.9219	1.782	0.7916	1.96
33	0.06998	0.0	1.085	2.739	0.9267	1.913
34	0.07287	0.0	1.202	2.031	0.9844	2.793
35	0.11	0.0	1.806	2.019	1.755	1.867
36	0.1291	0.0	1.999	2.508	1.88	1.797
37	0.1323	0.0	2.148	2.416	1.957	1.636
38	0.1313	0.0	2.155	2.997	2.314	3.067
39	0.1376	0.0	2.172	2.059	1.997	1.624
40	0.07042	0.0	1.091	1.532	1.011	1.372
41	0.08929	0.0	1.448	1.413	1.203	1.208
42	0.07169	0.0	1.256	2.006	0.9934	1.58
43	0.1001	0.0	1.556	2.355	1.485	2.316
44	0.102	0.0	1.859	1.353	1.369	1.074
45	0.1164	0.0	2.334	2.403	1.643	1.914
46	0.1024	0.0	1.546	2.228	1.594	2.412
47	0.1142	0.0	1.769	1.443	1.656	1.513
48	0.05424	0.0	0.8428	2.326	0.6883	2.112
49	0.1133	0.0	1.916	2.558	1.634	2.256
50	0.09671	0.0	1.492	1.515	1.373	1.677
51	0.1134	0.0	1.754	2.214	1.788	2.183
52	0.08301	0.0	1.401	2.529	1.297	2.099
53	0.1366	0.0	2.207	2.11	2.187	2.158
54	0.05888	0.0	0.9581	1.491	0.7995	1.487
55	0.09646	0.0	1.651	1.269	1.291	1.239
56	0.1374	0.0	2.247	1.444	2.277	1.562
57	0.1092	0.0	2.252	2.093	1.427	1.435
58	0.1282	0.0	2.546	2.48	1.826	1.922
59	0.1109	0.0	1.74	1.819	1.75	1.709
60	0.09347	0.0	1.621	2.099	1.535	1.684
61	0.1184	0.0	1.891	1.69	1.81	1.836
62	0.07681	0.0	1.211	1.429	1.04	1.195
63	0.09506	0.0	1.494	2.182	1.325	2.094
64	0.132	0.0	2.071	2.221	2.014	1.833
65	0.09756	0.0	1.667	1.617	1.323	1.226
66	0.1308	0.0	2.226	1.665	2.036	2.135
67	0.1167	0.0	1.858	1.935	1.723	1.766
68	0.1244	0.0	2.145	1.99	1.726	1.745
69	0.1341	0.0	1.983	1.99	2.002	1.834
70	0.06074	0.0	1.099	2.092	0.997	1.649
71	0.08046	0.0	1.363	1.957	1.089	1.484
72	0.1326	0.0	1.869	1.66	2.051	1.609
73	0.09787	0.0	1.669	2.517	1.381	1.757
74	0.1092	0.0	1.822	2.07	1.711	2.262
75	0.1726	0.0	2.928	1.245	2.746	1.1
76	0.1078	0.0	1.754	2.026	1.533	1.934
77	0.1069	0.0	1.878	1.642	1.482	1.295
78	0.1088	0.0	1.613	1.672	1.7	1.843
79	0.07426	0.0	1.187	2.142	0.9802	1.688
80	0.08269	0.0	1.345	1.796	1.154	1.621
81	0.107	0.0	1.754	1.844	1.537	1.712
82	0.09737	0.0	1.534	1.699	1.333	1.3
83	0.1232	0.0	2.015	2.003	1.727	1.754
84	0.1237	0.0	1.993	1.083	1.755	0.8636
85	0.1312	0.0	2.026	1.97	2.03	2.657
86	0.08545	0.0	1.39	0.6344	1.215	0.673
87	0.1394	0.0	2.313	1.723	2.032	1.423
88	0.08766	0.0	1.366	1.342	1.215	2.213
89	0.08929	0.0	1.454	1.823	1.426	1.567
