Step	Loss
1	0.9898
2	4.3261
3	4.2772
4	2.1918
5	4.0195
6	4.897
7	0.625
8	1.0789
9	3.8483
10	4.8843
11	3.7394
12	1.6599
13	4.1916
14	0.9233
15	4.1306
16	2.2315
17	4.8446
18	3.9247
19	4.061
20	3.1013
21	3.7889
22	2.1302
23	3.6466
24	4.2179
25	4.5058
26	3.7659
27	3.8125
28	3.5056
29	1.2183
30	4.3531
31	4.0715
32	4.833
33	2.1289
34	2.6815
35	2.8135
36	0.6086
37	1.0072
38	2.0106
39	4.7544
40	4.3007
41	3.1909
42	3.8806
43	4.3285
44	0.5216
45	2.8104
46	0.8027
47	4.3443
48	4.6091
49	2.9089
50	1.8816
51	0.4332
52	4.0995
53	4.6656
54	2.147
55	4.2724
56	4.4247
57	2.4815
58	2.8721
59	1.6098
60	3.5251
61	4.141
62	2.545
63	4.0939
64	3.2275
65	1.3587
66	4.0599
67	2.5229
68	0.9233
69	3.1299
70	3.9138
71	0.8281
72	2.2776
73	1.8562
74	2.1335
75	4.3819
76	2.7263
77	3.9217
78	1.9719
79	7.1103
80	3.5814
81	4.7599
82	4.9262
83	3.3344
84	2.8689
85	3.9661
86	2.4225
87	3.8356
88	1.6703
89	1.7606
90	3.6265
91	2.3614
92	2.1749
93	2.8309
94	3.5297
95	3.0795
96	1.2613
97	3.9127
98	2.1003
99	4.0818
100	2.4928
101	1.9999
102	3.7877
103	0.8368
104	3.3905
105	0.9493
106	3.9024
107	4.0381
108	1.3243
109	3.7413
110	4.5072
111	0.5476
112	1.073
113	3.7112
114	4.5264
115	3.4494
116	1.2025
117	4.0776
118	1.2841
119	3.8437
120	2.5805
121	4.4619
122	3.7522
123	3.9044
124	2.9128
125	3.6569
126	1.8323
127	3.5642
128	4.0365
129	4.2337
130	3.5489
131	3.6601
132	3.3045
133	1.1522
134	4.2179
135	3.9185
136	4.4299
137	1.9415
138	1.8493
139	2.7295
140	0.436
141	0.7831
142	1.9104
143	4.6156
144	4.0921
145	3.0484
146	3.729
147	4.2987
148	0.4889
149	2.7553
150	0.598
151	4.0041
152	4.1986
153	2.4966
154	1.7892
155	0.3465
156	4.0984
157	4.5449
158	2.0506
159	3.9357
160	4.4255
161	2.4455
162	2.7536
163	1.4039
164	3.3691
165	3.9575
166	2.1174
167	3.2348
168	3.0266
169	1.3999
170	3.8388
171	2.4983
172	0.9377
173	2.8863
174	3.7459
175	0.7346
176	2.2745
177	1.5766
178	2.1705
179	4.2134
180	2.4688
181	3.8661
182	1.544
183	6.9434
184	3.4031
185	4.5055
186	4.5119
187	3.0913
188	2.8755
189	3.8395
190	2.1778
191	3.7068
192	1.2538
193	1.6129
194	3.4425
195	2.4227
196	2.2072
197	2.4519
198	3.4435
199	2.6565
200	0.7314
201	3.8002
202	2.1741
203	3.9394
204	2.5144
205	1.8504
206	3.6917
207	0.5042
208	3.1985
